# The migration files a DEPLOYED database has already journalled.
#
# One row per file, `<filename>\t<sha256 of the file's bytes>`, sorted by
# filename -- a verbatim dump of `zeroship_migrations.platform_migration_files`
# on the production cluster. Refresh it with:
#
#     deploy/scripts/deploy-remote.sh --refresh-released-migrations
#
# WHY THE CHECKSUMS COME FROM THE JOURNAL AND NOT FROM THE TREE. The migrate
# runner hashes each file's source bytes and refuses every later run against a
# database whose journal recorded a different hash, permanently, with no
# self-healing arm. Editing an applied file therefore bricks that database; it
# blocked a production roll for a full day on 2026-08-19. A checksum recomputed
# from the tree would be updated BY the edit and would endorse exactly the
# change this file exists to refuse, so these values may only ever be copied
# from a database that recorded them.
#
# A file BELOW the last row here is not yet deployed anywhere and is free to be
# edited. The gate that reads this file
# (`released_platform_migrations_match_the_deployed_journal`, in
# crates/zeroship-migrate-adapter/tests/platform_migrate.rs) enforces that the
# rows are a PREFIX of db/migrations-ts in filename order, which is the order
# the runner applies in, so "released" and "the oldest N files" are the same
# set.
20260702000100_schema_roles_extensions.ts	e90eccffe56726f1485b8530876b06715d0a823397eda4237fae1992e8a29ad4
20260702000200_control_tables.ts	02519586a0cd0e5e45ef736e6ca450050eb2601fee7821f28e690c7878dce634
20260702000300_auth_oauth_tables.ts	7919452776a5df8ecfeed330d0f082af3827db242dbad06e59f6dbd876cd733e
20260702000400_billing_metering_invoice_tables.ts	6caebcc2484bde0d8c6330c16c23c7b0ff44bf0ed0baadbb9458a2e9c35ea8ff
20260702000500_sandbox_tables.ts	bfcf9709dd925d700c15a0cca36bb08a817b8fa7a4d91538b2383502283149b7
20260702000600_constraints_indexes_fks.ts	8d143ec43e97fde62bff35778764c908bd90934b6f6185c713d5f2e45b92b6a6
20260702000700_functions_triggers_comments.ts	0b399fe02e40f151e12185588a4a18ae88aab841e804c62c68e2df5c61931961
20260702000800_policies_rls.ts	06fdfd789367eb5d08023a76983eb98f6df1fbc386647825ce0a5137f12cc7a3
20260702000900_grants.ts	7d5ea9d9827b9b013934db079173297e3c3b41f90b1478fec8038b9321c8eac6
20260705000000_durable_workflows_journal.ts	8056efb60fbf1c614f08bf724fe6372605b13f836ff382d40f4d6c4022390148
20260708000100_billing_provider_corrections.ts	f9ca0b178aad1ebe9c225742ad5307aeacd4ca4ba0584b2771989652a297eb2b
20260709000100_drop_metering_exports.ts	ff056c9e5d975b8989297a04d058c7f9741e784291599e96233a5f057126e566
20260811000000_auth_token_revocations_delete.ts	00d812ae407349dcf4b02c079d2b1f7a2bebbe6b858db7c02ccc37d360892e22
20260811000100_workflow_scheduler_store.ts	bf6db45369a10c41226ededbb868a868c0d39f5da2291e25e4cb7c09855856db
20260811000200_control_audit_grants.ts	5fe39ae98e9c89a292ac30903a62cc66a3124a749d1c2205d767ba85b06aa9e6
20260811000300_control_connect_failures_grant.ts	71378d8236f02963ddcbaf1e6503d99ffbab12d52171453fbcb2294f2b4a4808
20260811000400_rate_limits_write_grants.ts	7bcac0ce93a4adbd4f0b1b7bdf183041da085ca8c84720ab43e7a6d61e0b40b5
20260812000000_gateway_token_revocations_update.ts	4e785973a01c73d6c583538f928718f7e01af7d1a7df4796690ff67d5259b6ee
20260812000100_control_app_oauth_clients_update.ts	307d0712f5c382adf529994f5faab3804ec4008b830511993aaefb6fba86cab3
20260812000200_control_upsert_update_grants.ts	dc3ba3fe73443a97159c64d95c31d3871ad57495c3beed20e98135c3fb2e6965
20260812000300_auth_email_suppressions_update.ts	1c24834981f19cd21119972a08e83f2348bd73fd3c9bc9a6e78def6e4b077e6c
20260816000000_auth_app_oauth_clients_select.ts	be2c3e0d6fd8eeae6ef3eb7930e2f0a89dbc4331139907ba8250d8f944fbfc9a
20260816000100_service_assertion_replay.ts	420a545a63430bffff393a706fd539f0394aba3aac1865b0bb6739dedf66442b
20260817000000_drop_permission_tokens.ts	a29203e5f18e81c466cf9277792b878885a3ea86cf7c7412d724f07a2ebc23ae
20260817000100_drop_audit_token_columns.ts	b0335262cc54e072d7390ca8e7527ffc5cc9f0dcffb1869668c15423c1f216c8
20260817000200_drop_app_freeze_flags.ts	43e1ea184ffc57e98f4e10acbb7990c18a90246bacc3333eeb0d31feed2bd941
20260817000300_drop_platform_policies.ts	98e3d4f6a49a96d674138ef57229541b2a9165fe0b918427ebff8af1b1d95abb
20260817000400_drop_platform_admin_roles.ts	d2ee7dc205d950a452ca78f27348a7d7aa5d922d15ef8b35a0d342471ccaa321
20260817000500_drop_net_policy_catalog.ts	162c4ae7506cbccfb36acf58291321c247fed9633a7df5729d0b43e65335e0eb
20260818000000_auth_principal_grants_select.ts	70bc26ab3ca631893f0f025fcaea84a9482addec0870a2d0ecbc9618d2f4339c
20260818000100_signing_key_retirement.ts	ba7560d0507f518e379a0b118cbd83bdf30e785736b4dc5342c8d07afeb311ad
20260818000200_worker_database_authority.ts	2d342f7bf650fcff14f96e1f871ab6029c2fb033e6ec89b3076e03ed8cf94661
20260818000300_credential_lifecycle.ts	939872e950e8deea3808c8c2e64eca0d5718e98fab5eb347df1515ab86f28401
20260820000000_control_workflow_journal_access.ts	80b821e7670172e5cd731303fe0e52836c085ca1265a90ac0e3208fe16ea4d73
